MP:0000001	mammalian phenotype	哺乳類の表現型
MP:0009773	absent retina	毛膜欠如
MP:0009774	abnormal behavioral withdrawal response	行動離脱反応異常
MP:0009775	increased behavioral withdrawal response	行動の離脱反応の増加
MP:0009776	decreased behavioral withdrawal response	行動の離脱反応の減少
MP:0009777	abnormal behavioral response to anesthetic	麻酔薬に対する行動反応異常
MP:0009778	impaired behavioral response to anesthetic	麻酔薬に対する行動反応障害
MP:0009779	enhanced behavioral response to anesthetic	麻酔薬に対する行動反応の増強
MP:0009780	abnormal chondrocyte physiology	軟骨細胞の生理異常
MP:0009781	abnormal preimplantation embryo development	着床前胚の発生異常
MP:0009782	abnormal basicranium angle	頭蓋底角度異常
MP:0009783	abnormal melanoblast morphology	メラノブラスト形態異常
MP:0009784	abnormal melanoblast migration	メラノブラスト遊走異常
MP:0009785	abnormal susceptibility to infection induced morbidity/mortality	感染誘導性罹患/死亡への感受性変化
MP:0009786	decreased susceptibility to infection induced morbidity/mortality	感染による罹患率/死亡率に対する感受性低下
MP:0009787	increased susceptibility to infection induced morbidity/mortality	誘導性感染罹患/死亡に対する感受性上昇
MP:0009788	increased susceptibility to bacterial infection induced morbidity/mortality	細菌感染誘導性罹患／死亡に対する感受性上昇
MP:0009789	decreased susceptibility to bacterial infection induced morbidity/mortality	細菌感染誘導性罹患/死亡への感受性低下
MP:0009790	decreased susceptibility to viral infection induced morbidity/mortality	ウイルス感染による罹患率/死亡率に対する感受性低下
MP:0009791	increased susceptibility to viral infection induced morbidity/mortality	ウイルス感染による罹患/死亡に対する感受性上昇
MP:0009792	seborrheic dermatitis	脂漏性皮膚炎
MP:0009793	sebaceous gland hypertrophy	皮脂腺肥大
MP:0009794	sebaceous gland hyperplasia	皮脂腺過形成
MP:0009795	epidermal spongiosis	表皮の海綿状変化
MP:0009796	abnormal base-excision repair	塩基除去修復異常
MP:0009797	abnormal mismatch repair	ミスマッチ修復異常
MP:0009798	abnormal ophthalmic nerve morphology	眼神経の形態異常
MP:0009799	abnormal maxillary nerve morphology	上顎神経の形態異常
MP:0009800	abnormal mandibular nerve morphology	下顎神経の形態異常
MP:0009801	abnormal hair cortex keratinization	毛皮質角質化異常
MP:0009802	abnormal median aperture morphology	正中開口部の形態異常
MP:0009803	abnormal lateral aperture morphology	外側開口部の形態異常
MP:0009804	abnormal brain interventricular foramen morphology	室間孔の形態異常
MP:0009805	absent median aperture	正中開口部の欠如
MP:0009806	abnormal otic vesicle morphology	耳胞の形態異常
MP:0009807	abnormal pelvic ligament morphology	骨盤靱帯の形態異常
MP:0009808	decreased oligodendrocyte number	オリゴデンドロサイト数の減少
MP:0009809	abnormal urine uric acid level	尿中尿酸値異常
MP:0009810	increased urine uric acid level	尿中尿酸濃度上昇
MP:0009811	abnormal prostaglandin level	プロスタグランジン値異常
MP:0009812	abnormal bradykinin level	ブラジキニン値異常
MP:0009813	abnormal leukotriene level	ロイコトリエン値異常
MP:0009814	increased prostaglandin level	プロスタグランジン値上昇
MP:0009815	decreased prostaglandin level	プロスタグランジン値低下
MP:0009816	increased leukotriene level	ロイコトリエン値上昇
MP:0009817	decreased leukotriene level	ロイコトリエン値低下
MP:0009818	abnormal thromboxane level	トロンボキサン値異常
MP:0009819	abnormal circulating androgen level	アンドロゲン血中濃度異常
MP:0009820	abnormal liver vasculature morphology	肝脈管構造の形態異常
MP:0009821	abnormal vestibular aqueduct morphology	前庭水管の形態異常
MP:0009822	abnormal subarcuate fossa morphology	弓下窩の形態異常
MP:0009823	abnormal sphingomyelin level	スフィンゴミエリン値異常
MP:0009824	spermatic granuloma	精子肉芽腫
MP:0009825	cornea ulcer	角膜潰瘍
MP:0009826	abnormal dermis reticular layer collagen network	真皮網状層コラーゲンネットワーク異常
MP:0009827	skin detachment	皮膚剥離
MP:0009828	increased tumor latency	腫瘍潜伏期間の延長
MP:0009829	enlarged eye anterior chamber	前眼房の肥大
MP:0009830	abnormal sperm connecting piece morphology	精子連結部の形態異常
MP:0009831	abnormal sperm midpiece morphology	精子中間部の形態異常
MP:0009832	abnormal sperm mitochondrial sheath morphology	精子ミトコンドリア鞘形態異常
MP:0009833	absent sperm mitochondrial sheath	精子ミトコンドリア鞘欠如
MP:0009834	abnormal sperm annulus morphology	精子輪状小体の形態異常
MP:0009835	absent sperm annulus	精子輪状小体の欠如
MP:0009836	abnormal sperm principal piece morphology	精子主部の形態異常
MP:0009837	abnormal sperm end piece morphology	精子末端部の形態異常
MP:0009838	abnormal sperm axoneme morphology	精子軸糸形態異常
MP:0009839	multiflagellated sperm	多鞭毛精子
MP:0009840	abnormal foam cell morphology	泡沫細胞形態異常
MP:0009841	foam cell reticulosis	泡沫細胞細網症
MP:0009842	abnormal neural crest cell proliferation	神経堤細胞の増殖異常
MP:0009843	decreased neural crest cell number	神経堤細胞数の減少
MP:0009844	abnormal neural crest cell apoptosis	神経堤細胞アポトーシス異常
MP:0009845	abnormal neural crest cell morphology	神経堤細胞の形態異常
MP:0009846	abnormal neural crest morphology	神経堤の形態異常
MP:0009847	abnormal scrotum pigmentation	陰嚢色素沈着異常
MP:0009848	increased horizontal stereotypic behavior	水平常同行動の増加
MP:0009849	increased vertical stereotypic behavior	垂直常同行動の増加
MP:0009850	embryonic lethality between implantation and placentation	着床と胎盤形成の間の胚の致死
MP:0009851	abnormal Sertoli cell phagocytosis	セルトリ細胞食作用異常
MP:0009852	increased Sertoli cell phagocytosis	セルトリ細胞食作用亢進
MP:0009853	decreased Sertoli cell phagocytosis	セルトリ細胞食作用低下
MP:0009854	impaired gastric peristalsis	胃蠕動障害
MP:0009855	obsolete midface retrusion	顔面中部後退
MP:0009856	failure of ejaculation	射精不全
MP:0009857	absent kidney cortex	腎皮質欠如
MP:0009858	abnormal cellular extravasation	白血球血管外漏出異常
MP:0009859	eye opacity	眼混濁
MP:0009860	nephrosclerosis	腎硬化症
MP:0009861	abnormal pyloric sphincter morphology	幽門括約筋形態異常
MP:0009862	abnormal aorta elastic tissue morphology	大動脈弾性組織形態異常
MP:0009863	abnormal heart elastic tissue morphology	心弾性組織形態異常
MP:0009864	abnormal aorta endothelium morphology	大動脈内皮形態異常
MP:0009865	abnormal aorta smooth muscle morphology	大動脈平滑筋形態異常
MP:0009866	abnormal aorta wall morphology	大動脈壁形態異常
MP:0009867	abnormal ascending aorta morphology	上行大動脈の形態異常
MP:0009868	abnormal descending thoracic aorta morphology	下行胸部大動脈の形態異常
MP:0009869	abnormal descending aorta morphology	下行大動脈の形態異常
MP:0009870	abnormal abdominal aorta morphology	腹部大動脈形態異常
MP:0009871	abnormal aorta tunica adventitia morphology	大動脈外膜形態異常
MP:0009872	abnormal aorta tunica intima morphology	大動脈内膜形態異常
MP:0009873	abnormal aorta tunica media morphology	大動脈中膜形態異常
MP:0009874	abnormal interdigital cell death	趾間部細胞死の異常
MP:0009875	absent interdigital cell death	趾間部細胞死の欠如
MP:0009876	increased cellular sensitivity to thiophosphamide	細胞のチオホスファミド感受性上昇
MP:0009877	exostosis	外骨腫
MP:0009878	decreased susceptibility to bone fracture	骨折への感受性低下
MP:0009879	abnormal arcus anterior morphology	前弓形態異常
MP:0009880	decreased mouth size	小口症
MP:0009881	increased mouth size	巨口症
MP:0009882	absent palatal shelf	口蓋棚の欠如
MP:0009883	palatal shelf hypoplasia	口蓋棚の形成不全
MP:0009884	palatal shelf fusion with tongue or mandible	口蓋棚と舌または下顎骨との癒合
MP:0009885	abnormal palatal shelf elevation	口蓋棚挙上異常
MP:0009886	failure of palatal shelf elevation	口蓋棚挙上不全
MP:0009887	abnormal palatal shelf fusion at midline	口蓋棚の正中線における癒合異常
MP:0009888	palatal shelves fail to meet at midline	口蓋棚の正中線での接合不全
MP:0009889	persistence of medial edge epithelium during palatal shelf fusion	口蓋棚癒合時の内側縁上皮遺残
MP:0009890	cleft secondary palate	二次口蓋裂
MP:0009891	abnormal palate bone morphology	口蓋骨の形態異常
MP:0009892	palate bone hypoplasia	口蓋骨形成不全
MP:0009893	cleft primary palate	一次口蓋裂
MP:0009894	absent hard palate	硬口蓋欠如
MP:0009895	decreased palatine bone horizontal plate size	口蓋骨水平板サイズのサイズ減少
MP:0009896	palatine bone horizontal plate hypoplasia	口蓋棚形成不全
MP:0009897	decreased maxillary shelf size	上顎棚サイズ減少
MP:0009898	maxillary shelf hypoplasia	上顎口蓋棚形成不全
MP:0009899	hyoid bone hypoplasia	舌骨形成不全
MP:0009900	vomer bone hypoplasia	鋤骨形成不全
MP:0009901	abnormal frontonasal prominence morphology	前頭鼻突起の形態異常
MP:0009902	abnormal lateral nasal prominence morphology	外側鼻突起の形態異常
MP:0009903	abnormal medial nasal prominence morphology	内側鼻突起の形態異常
MP:0009904	tongue hypoplasia	舌形成不全
MP:0009905	absent tongue	舌欠如
MP:0009906	increased tongue size	舌のサイズ増加
MP:0009907	decreased tongue size	舌のサイズ減少
MP:0009908	protruding tongue	舌突出
MP:0009909	bifid tongue	二裂舌
MP:0009910	bifurcated tongue	前部二裂舌
MP:0009911	increased hyoid bone size	舌骨のサイズ増加
MP:0009912	decreased hyoid bone size	舌骨のサイズ減少
MP:0009913	abnormal hyoid bone greater horn morphology	舌骨大角の形態異常
MP:0009914	abnormal hyoid bone lesser horn morphology	舌骨小角の形態異常
MP:0009915	absent hyoid bone lesser horns	舌骨小角の欠如
MP:0009916	absent hyoid bone greater horns	舌骨大角の欠如
MP:0009917	abnormal hyoid bone body morphology	舌骨体の形態異常
MP:0009918	abnormal stylohyoid ligament morphology	茎突舌骨靱帯の形態異常
MP:0009919	abnormal transitional stage T1 B cell morphology	移行期T1 B細胞の形態異常
MP:0009920	abnormal transitional stage T2 B cell morphology	移行期T2 B細胞の形態異常
MP:0009921	abnormal transitional stage T3 B cell morphology	移行期T3 B細胞の形態異常
MP:0009922	increased transitional stage T1 B cell number	移行期T1 B細胞数の増加
MP:0009923	decreased transitional stage T1 B cell number	移行期T1 B細胞数の減少
MP:0009924	absent transitional stage T1 B cells	移行期T1 B細胞の欠如
MP:0009925	increased transitional stage T2 B cell number	移行期T2 B細胞数の増加
MP:0009926	decreased transitional stage T2 B cell number	移行期T2 B細胞数の減少
MP:0009927	absent transitional stage T2 B cells	移行期T2 B細胞の欠如
MP:0009928	abnormal pinna hair pigmentation	耳介被毛の色素沈着異常
MP:0009929	meningomyelocele	髄膜脊髄瘤
MP:0009930	fuzzy hair	縮毛
MP:0009931	abnormal skin appearance	皮膚の外観異常
MP:0009932	skin fibrosis	皮膚線維症
MP:0009933	abnormal tail hair pigmentation	尾部被毛の色素沈着異常
MP:0009934	abnormal hind foot hair pigmentation	後肢被毛の色素沈着異常
MP:0009935	abnormal Meibomian gland acinus morphology	マイボーム腺房の形態異常
MP:0009936	abnormal dendritic spine morphology	樹状突起棘の形態異常
MP:0009937	abnormal neuron differentiation	神経細胞分化異常
MP:0009938	abnormal hippocampus granule cell morphology	海馬顆粒細胞の形態異常
MP:0009939	abnormal hippocampus neuron morphology	海馬ニューロンの形態異常
MP:0009940	abnormal hippocampus pyramidal cell morphology	海馬椎体細胞の形態異常
MP:0009941	abnormal olfactory bulb interneuron morphology	嗅球介在ニューロンの形態異常
MP:0009942	abnormal olfactory bulb granule cell morphology	嗅球顆粒細胞の形態異常
MP:0009943	abnormal olfactory bulb periglomerular cell morphology	嗅球傍糸球体細胞の形態異常
MP:0009944	abnormal olfactory lobe morphology	嗅脳の形態異常
MP:0009945	abnormal accessory olfactory bulb morphology	副嗅球形態異常
MP:0009946	abnormal olfactory bulb layer morphology	嗅球層の形態異常
MP:0009947	abnormal olfactory bulb external plexiform layer morphology	嗅球外網状層の形態異常
MP:0009948	abnormal olfactory bulb glomerular layer morphology	嗅球球状層の形態異常
